accepted_bin,Bark thickness,Leaf K per mass,Leaf N per mass,Leaf P per mass,Leaf Vcmax per dry mass,Leaf area,Leaf density,Leaf thickness,Seed dry mass,Specific leaf area,Stem conduit diameter,Stomatal conductance,Wood density
Acacia angustissima,,,,1.1939224684724346,,,,,2.2912252295412303,,,,-0.16251892949777494
Acacia anthochaera,,,,,,,,,2.706048198431537,,,,
Acacia assimilis,,,,,,,,,0.8329091229351039,,,,
Acacia aulacocarpa,,,,,,,,,2.915393165578994,,,,-0.4417273183077377
Acacia auriculiformis,,,3.0748408507321576,0.10980285105167148,,,-0.7833209338169183,-1.3862943611198906,2.9263390084727225,2.2273529657186506,,,-0.6055217201943079
Acacia ausfeldii,,,,,,,,,2.4570214462984645,,,,
Acacia baileyana,,,,,,,,,3.0703899352582638,,,,
Acacia bakeri,,,,,,,,,3.683615624438837,,,,-0.2605923352616879
Acacia beauverdiana,,,,,,,,,1.0543120297715298,,,,
Acacia berlandieri,,,,,,,,,5.66609165096524,,,,
Acacia bilimekii,,,,,,,,,3.3568971227655755,,,,
Acacia binervata,,,,,,,,,2.8969577552227346,2.0769737466689864,,,
Acacia binervia,1.6770965609079151,,,,,,,,2.3263016196113617,,,,
Acacia blakei,,,,,,,,,1.8855533485144158,,,,
Acacia blakelyi,,,,,,,,,3.141130476243348,,,,
Acacia brachystachya,,,2.681021528714291,,,,,,3.52381897504533,1.4317331310706305,,,-0.010254438315770116
Acacia brassii,,,,,,,,,2.0592388343623163,,,,
Acacia brumalis,,,,,,,,,2.784393767689544,,,,
Acacia burrowii,,,,,,,,,1.6695918352538475,,,,
Acacia caerulescens,,,,,,,,,3.633895145781177,,,,
Acacia caesiella,,,,,,,,,2.9564715596006885,,,,
Acacia calamifolia,,,,,,,,,3.0740431495676863,,,,
Acacia calcicola,,,,,,,,,3.8066624897703196,,,,
Acacia cambagei,,,,,,,,,3.3449812753905106,1.740027344046113,,,0.0791084635618224
Acacia cana,,,,,,,,,3.22207071576472,0.9321656058324322,,,
Acacia cangaiensis,,,,,,,,,2.911263116927541,,,,
Acacia cardiophylla,,,,,,,,,2.6875587900099074,,,,
Acacia caroleae,,,,,,,,,2.3711778844596574,,,,
Acacia celastrifolia,,,,,,,,,2.5710843460290524,,,,
Acacia choriophylla,,,,,,,,,6.66503382511925,,,,
Acacia chrysotricha,,,,,,,,,2.8094026953624978,,,,
Acacia cincinnata,,,,,,,,,2.456586774863829,,,,
Acacia citrinoviridis,,,,,,,,,3.5981338408071912,,,,-0.16927720141276872
Acacia cognata,,,,,,,,,2.0930978681273213,,,,
Acacia colei,,,3.7809829438778673,,,,,,2.4920840539405424,,,,-0.38024545631256884
Acacia colletioides,,,2.9535708978610464,-0.6017692079500034,-1.9933372426277043,,,,2.323921326949221,0.97851272307288,,4.895709538665106,
Acacia complanata,,,,,,,,,3.7849732518962167,,,,
Acacia concurrens,,,,,,,,,2.0168367141310393,,,,-0.2774941460642911
Acacia conferta,,,,,,,,,2.5231099607926146,,,,
Acacia confusa,,1.9878743481543455,3.3877743613300146,-0.5108256237659907,,,,,3.4306923379235585,2.06830379727402,,,-0.3133873290009207
Acacia constricta,,,3.422958873443668,,,5.024970881541686,,,1.9470170126758246,1.979017878369454,,,
Acacia coolgardiensis,,,,,,,,,0.9439058989071284,,,,
Acacia coriacea,,,2.9459173747519642,,,,,,4.194188271875598,,,,-0.0642152294109751
Acacia cowleana,,,,,,,,,2.394310801917439,,,,
Acacia craspedocarpa,,,,,,,,,4.440295542797857,,,,-0.12010197231286183
Acacia crassa,,,,,,,,,2.200552367428894,,,,
Acacia crassicarpa,,,,,,,,,3.245672283485127,,,,-0.5301299894039558
Acacia creatacea,,,,,,,,,3.471345141564237,,,,
Acacia crenulata,,,,,,,,,1.6370530794670737,,,,
Acacia cuthbertsonii,,,,,,,,,4.871903836860364,,,,
Acacia cyclops,,,2.6143833031265826,,,,,,3.3129708950881356,1.3752468173718306,,,
Acacia cyperophylla,,,,,,,,,2.4765384001174837,,,,
Acacia dallachiana,,,,,,,,,2.7324175575505043,,,,
Acacia dawsonii,,,,,,,,,1.5058630699820539,,,,
Acacia dealbata,1.763017000362401,,3.200493558598662,-0.25690403138378,-0.30673719066568766,,,,2.4842972198843993,3.0093447320663693,,4.864872937074504,-0.5337932215274409
Acacia deanei,,,,,,,,,2.8528002183381242,1.649822697984441,,,
Acacia decurrens,,,,,,,,,2.9114166571402857,,,,-0.5877896099830927
Acacia desmondii,,,,,,,,,2.130847329739736,,,,
Acacia difficilis,-0.2484613592984996,,,,,,,,3.1354942159291497,,,,-0.2526681090800275
Acacia difformis,,,,,,,,,3.83906162929937,,,,
Acacia dimidiata,,,3.070839746040796,,,,,,,1.6114359150967728,,,
Acacia dodonaeifolia,,,,,,,,,3.015044584586364,,,,
Acacia doratoxylon,,,3.017181486008013,-0.1902518916424025,-0.5732153441193701,,-0.8223538495558207,-0.5760910270661364,2.5534959668069175,1.3800845117194576,,4.9437113519502365,-0.23849198826102194
Acacia drepanophylla,,,,,,,,,3.173878458937465,,,,
Acacia duriuscula,,,,,,,,,0.9360933591703348,,,,
Acacia elachantha,,,,,,,,,2.2607208888953467,,,,
Acacia elata,,,,,,,,,3.4692720143414166,,,,-0.6733445532637656
Acacia elongata,,,,,,,,,2.121240811120067,,,,
Acacia estrophiolata,,,3.1102102505030778,,,,,,4.00175401419774,1.513921734853998,,4.971968219361663,
Acacia excelsa,,,,,,,,,2.918195436273968,1.451613827240533,,,-0.06426633167758555
Acacia falcata,,,2.9601050959108397,-0.6326213160803942,,,-0.7215466550816433,-1.3093333199837622,2.5915775038392295,2.041952115484063,,3.9003978969375077,
Acacia falciformis,,,,,,,,,3.747975615302059,,,,
Acacia farnesiana,0.34394157306289946,,3.828641396489095,,,4.91246109203543,,,4.292546667049544,3.004692014925463,,,0.3145486832868932
Acacia fasciculifera,,,,,,,,,,,,,-0.036332089247403124
Acacia filicifolia,,,,,,,,,2.5986226554783083,,,,
Acacia filifolia,,,,,,,,,1.2669476034873244,,,,
Acacia fimbriata,,,,,,,,,2.865624870252679,,,,
Acacia flavescens,,,,,,,,,3.4278895244334904,,,,
Acacia flocktoniae,,,,,,,,,1.6046263554368783,,,,
Acacia floribunda,,,3.107461053178105,-0.6142517794096624,-0.8044810568221494,,,,2.631431009869353,2.056617077395641,,5.2482530646486145,
Acacia floydii,,,,,,,,,3.4091655513113324,,,,
Acacia frigescens,,,,,,,,,2.6878474937846906,,,,
Acacia galeata,,,,,,,,,4.26549281841793,,,,
Acacia gaumeri,,,3.5406694269487495,,,,,,3.4184743471154024,2.681637777150377,,5.529429087511423,
Acacia gentlei,,,,,,,,,4.033480244048693,,,,
Acacia georginae,,,,,,,,,4.0691805885585515,,,,-0.2550212902122325
Acacia gillii,,,,,,,,,2.8763855159214247,,,,
Acacia glaucocarpa,,,,,,,,,3.030307065255843,,,,-0.2484613592984996
Acacia gnidium,,,,,,,,,1.9242486522741338,,,,
Acacia gonoclada,,,,,,,,,1.5769147207285403,,,,
Acacia grasbyi,,,,,,,,,,,,,-0.022287865276475947
Acacia greggii,0.6931471805599453,,3.390079860192088,,,5.378321563041746,,,4.7423750557448585,2.3362434564900805,,,
Acacia hakeoides,,,,,,,,,3.3081739018686966,1.2523705063101362,,,
Acacia hamersleyensis,,,,,,,,,2.779440197188883,,,,
Acacia hammondii,,,,,,,,,1.8357763546448294,,,,
Acacia harpophylla,,,,,,,,,3.9499231308005336,,,,-0.10999424749676773
Acacia havilandiorum,,,2.7331751647198144,-0.6467396503457808,-1.4112019968260754,,-0.2348465976062554,0.2420517085540247,1.7696404396509606,1.0201625388057973,,4.813292885290173,
Acacia hemignosta,,,,,,,,,3.6951100038645723,,,,-0.4373428470061871
Acacia hemsleyi,,,,,,,,,2.8183982582710754,,,,-0.5108256237659907
Acacia hindsii,,,,,,,,,3.6506582412937387,,,,-0.2484613592984996
Acacia holosericea,,,2.969388298214389,,,,,,1.962055365191958,1.2753628004126096,,,-0.2889228418879139
Acacia howittii,,,,,,,,,1.6169462319807075,,,,
Acacia implexa,,,3.37625373839453,,,,,,2.9218127930510267,2.001000115367593,,,-0.45110208281848957
Acacia inaequilatera,,,,,,,,,3.7371933143924867,,,,
Acacia ingramii,,,,,,,,,3.01651481273652,,,,
Acacia irrorata,,,3.8753590210565547,,,,,,2.052840859882657,2.8554116892386983,,,-0.5959478771828258
Acacia jennerae,,,,,,,,,4.271932711876808,,,,-0.2981607828728502
Acacia jucunda,,,,,,,,,2.738256043159276,,,,
Acacia julifera,,,,,,,,,3.2718477096343066,,,,
Acacia kempeana,,,2.8311532250682996,,,,,,2.6568696598832164,0.9925249782186208,,5.314231806528202,
Acacia kettlewelliae,,,,,,,,,2.8422526214953345,,,,
Acacia koa,,1.675001092615734,3.304308521420892,-0.07033980412226738,,,,,4.511844119216843,2.2674631086383035,,6.883462586413092,
Acacia koaia,,,,,,,,,2.406398006805617,,,,
Acacia lasiocalyx,,,,,,,,,3.2047655856423196,,,,-0.37907393888221147
Acacia latescens,1.958685340544036,,,,,,,,,,,,
Acacia latzii,,,,,,,,,2.537182794353371,,,,
Acacia legnota,,,,,,,,,3.5926438462331105,,,,
Acacia leiocalyx,,,,,,,,,1.8350361879677657,,,,
Acacia leiophylla,,,,,,,,,2.3711550573270075,,,,
Acacia leprosa,,,,,,,,,1.6353060316388937,,,,
Acacia leptocarpa,,,,,,,,,2.3670645596831488,,,,
Acacia leptostachya,,,,,,,,,1.3787660946990992,,,,
Acacia leucoclada,,,,,,,,,2.845490610223448,,,,
Acacia ligulata,,,,,,,,,3.487587284108067,1.1410330045520618,,,
Acacia linearifolia,,,,,,,,,3.089677886396519,,,,
Acacia linifolia,0.02955880224154443,,,,,,-1.5955012466910197,-1.2039728043259361,3.1450479098584134,2.7994740510211633,,,
Acacia longifolia,0.7355653418888887,,3.2476844145879395,0.02350722271160186,,,-1.2242788684891337,-1.0921633083105782,2.763809636416628,1.9450619517416277,,4.106513535677157,-0.6733445532637656
Acacia longispicata,,,,,,,,,2.5265283244788197,,,,
Acacia longispinea,,,,,,,,,1.6094379124341003,,,,
Acacia longissima,,,,,,,,,2.475184808777244,1.6368097431142579,,,
Acacia mabellae,,,,,,,,,2.7293105422358788,,,,
Acacia macilenta,,,,,,,,,4.140273494110501,,,,
Acacia maconochieana,,,,,,,,,,,,,-0.22268750935172565
Acacia maidenii,,,,,,,,,2.5730320854593653,,,,-0.4780358009429998
Acacia mangium,,,3.1357820658942206,0.09531017980432493,,,,,2.630593732448071,2.3701554917361287,,6.16698217032799,-0.7161492672583981
Acacia mayana,,,,,,,,,5.521460917862246,,,,-0.31471074483970024
Acacia mearnsii,,,3.3592708037784305,0.0,,,,,2.5845487278859367,,,,-0.4394469742464309
Acacia melanoceras,,,3.554355319455493,,,9.262561063560254,,-2.6194405862321912,,3.0264479484961093,,,
Acacia melanoxylon,1.0647107369924282,,3.330157861165575,-0.3856624808119846,-0.536880137775599,,,,2.5299448252744248,2.1647439208301646,,4.589311397049389,-0.645951001705323
Acacia microbotrya,,,,,,,,,3.3558512798952784,,,,
Acacia mimula,,,3.1715529180614483,,,,,,,1.6817585740137264,,5.339442832670385,
Acacia minutifolia,,,,,,,,,1.934993637313963,,,,
Acacia mollifolia,,,,,,,,,3.0101281538377234,,,,
Acacia monticola,,,,,,,,,3.4346321577483927,,,,
Acacia mucronata,,,,,,,,,1.547562508716013,,,,
Acacia muelleriana,,,,,,,,,,1.1427704840363666,,,
Acacia multisiliqua,,,,,,,,,2.60638654732571,,,,
Acacia murrayana,,,2.9507733210355407,,,,,,3.528086220218198,1.5693768325482964,,4.92777122402114,-0.6554988568093579
Acacia nanodealbata,,,,,,,,,2.414126467726953,,,,
Acacia neriifolia,,,,,,,,,3.326230481455054,,,,
Acacia neurocarpa,,,,,,,,,2.363680192353857,,,,
Acacia neurophylla,,,,,,,,,1.47932922708708,,,,
Acacia obliquinervia,,,,,,,,,3.274978232331404,,,,
Acacia obtusifolia,,,,,,,,,3.054944133185837,,,,
Acacia occidentalis,,,,,,,,,5.436141628897647,,,,
Acacia olgana,,,2.9780773383152703,,,,,,,,,,
Acacia olsenii,,,,,,,,,3.580737295494233,,,,
Acacia omalophylla,,,,,,,,,,,,,0.06141019552553419
Acacia oraria,,,,,,,,,3.4965075614664802,,,,-0.08338160893905101
Acacia oshanesii,,,,,,,,,2.6461747973841225,,,,-0.2605923352616879
Acacia oswaldii,,,2.9176615472052796,-0.40048833139728934,-1.0616344735465402,,,,4.3709303164002415,1.3313081972985616,,4.839067204793972,-0.024791792508537025
Acacia oxycedrus,,,2.7801227698938615,,,,,,3.288204289472771,1.6331544390514163,,,
Acacia pachycarpa,,,,,,,,,5.1647859739235145,,,,-0.13971044370123817
Acacia papyrocarpa,,,,,,,,,,,,,-0.028210331624407378
Acacia paradoxa,,,,,,,,,2.210049161867365,1.968412068329224,,,
Acacia paraneura,,,3.027379328222896,,,,,,,0.9941741036333418,,4.748384800674346,
Acacia parramattensis,1.897119734802454,,,,,,,,2.238579763018133,,,,
Acacia parvipinnula,0.9957163475978342,,,,,,,,2.4756977107026903,,,,
Acacia pellita,,,,,,,,,,,,,-0.40047756659712525
Acacia pendula,,,,,,,,,3.0378096730152393,,,,-0.005560430580649411
Acacia pennatula,,,,,,,,,4.382687827951601,,,,
Acacia penninervis,,,,,,,,,3.9978037321261772,1.5966910157227212,,,-0.4524731411548472
Acacia peuce,,,,,,,,,,,,,0.20451103916620764
Acacia platycarpa,,,,,,,,,5.392581544938119,,,,
Acacia plectocarpa,,,,,,,,,3.091042453358316,,,,
Acacia podalyriifolia,,,,,,,,,3.4693260928948555,,,,-0.3856624808119846
Acacia polybotrya,,,,,,,,,3.240755605408351,,,,
Acacia polystachya,,,,,,,,,2.8338014064077703,,,,
Acacia prainii,,,,,,,,,3.7899832717387243,,,,
Acacia pravissima,,,,,,,,,2.089353761779174,,,,
Acacia pringlei,,,,,,,,,3.480008562086445,,,,
Acacia prominens,,,,,,,,,2.7235353841815293,,,,
Acacia pruinocarpa,,,,,,,,,3.503922745053238,,,,-0.06406748795418697
Acacia pubescens,,,,,,,,,2.136596714768541,,,,-0.48445652560551555
Acacia pubifolia,,,,,,,,,2.300583090323373,,,,
Acacia pulchella,,,,,,,,,1.4906758189855196,,,,
Acacia purpusii,,,3.7111742100083926,-0.1370690714089545,,,,,,,,,
Acacia pustula,,,,,,,,,2.8887037007954675,,,,
Acacia pycnantha,,,,,,,,,2.885213357388761,,,,
Acacia pycnostachya,,,,,,,,,2.6210388241125804,,,,
Acacia pyrifolia,,,,,,,,,3.734191563020741,,,,
Acacia quadrimarginea,,,,,,,,,,,,,-0.0810679830887945
Acacia racospermoides,,,,,,,,,3.98935434836447,,,,
Acacia ramulosa,,,,,,,,,4.302588740355466,,,,0.006487907935525206
Acacia resinimarginea,,,,,,,,,1.0508216248317612,,,,-0.0038303263428667504
Acacia retinodes,,,,,,,,,2.337991367096008,,,,
Acacia rhodophloia,,,,,,,,,1.1600209167967532,,,,
Acacia rhodoxylon,,,,,,,,,,,,,0.0971993033771195
Acacia riceana,,,,,,,,,2.214846178686039,,,,
Acacia richii,,,,,,,,,,,,,-0.35667494393873245
Acacia rigens,,,,,,,,,3.7028142364378254,0.9082798941984666,,,
Acacia riparia,,,3.6602367324174505,,,,,,4.845131522228461,2.6029859378536013,,6.042632833682381,
Acacia roemeriana,,,,0.6418538861723947,,,,,5.14096155577183,,,,
Acacia rostellifera,,,2.848017193187617,-0.14990514529816296,-0.43738022110473807,,,,2.9090844668283187,,,5.493701313734326,
Acacia rothii,,,,,,,,,5.391261112190775,,,,
Acacia rubida,,,,,,,,,2.7084519299759733,,,,
Acacia saliciformis,,,,,,,,,3.1471649773142003,,,,
Acacia salicina,,,,,,,,,3.826113085765613,,,,-0.5427033626640135
Acacia saligna,,,3.094450333117691,,,,,,2.7790126346091957,1.6534470105563668,,,
Acacia schaffneri,,,,,,,,,4.666567976041399,,,,
Acacia schinoides,,,,,,,,,2.747270914255491,,,,
Acacia sclerosperma,,,,,,,,,5.3819816650386425,,,,-0.15082288973458366
Acacia semirigida,,,,,,,,,3.3250360206965914,,,,
Acacia senegal,,2.7768297164970357,3.55929009982406,0.5197613394020433,0.16547074895748662,,-1.6472681528807998,-1.0817551716016867,4.670605903135528,2.63973224212933,,5.910590552671449,
Acacia shirleyi,,,,,,,,,2.5649493574615367,,,,-0.05925214930661167
Acacia sibilans,,,,,,,,,,,,,-0.030459207484708574
Acacia silvestris,,,,,,,,,3.098385471000202,,,,
Acacia simsii,,,,,,,,,3.957992713057218,,,,
Acacia spectabilis,,,,,,,,,3.1808297029824986,,,,-0.26619459081035773
Acacia splendens,,,,,,,,,3.2744997286161976,,,,
Acacia steedmanii,,,,,,,,,2.7153004905105442,,,,
Acacia stenophylla,,,,,,7.175984735686549,,,4.347337616482131,0.9439058989071284,,,-0.27218924689257534
Acacia stipuligera,,,,,,,,,2.3263016196113617,,,,-0.21072103131565253
Acacia stricta,,,,,,,,,1.7143542233396263,1.9892406071071538,,,
Acacia strongylophylla,,,,,,,,,2.8986705607108596,,,,
Acacia subangulata,,,,,,,,,6.298121698650009,,,,
Acacia subporosa,,,,,,,,,2.2512917986064953,,,,
Acacia subtessarogona,,,,,,,,,,,,,0.0925007825955653
Acacia subulata,,,,,,,,,3.1339129320585584,,,,
Acacia tenuifolia,,,,,,,,,,,,,-0.7133498878774648
Acacia terminalis,-0.020202707317519466,,2.9279728375012786,,,,-0.8186338005963553,-1.2039728043259361,3.355835797903944,2.0213997795765044,,,
Acacia tetragonophylla,,,3.6783136623083257,,,,,,2.6707358688703113,1.194379152276234,,,-0.06628529365290772
Acacia torulosa,,,,-1.0498221244986778,,,,,4.0260657214688065,,,,
Acacia trachycarpa,,,,,,,,,3.4663449445161034,,,,
Acacia trachyphloia,,,,,,,,,2.2267833795777636,,,,
Acacia trinervata,,,,,,,,,2.6892071133007303,,,,-0.2774941460642911
Acacia trineura,,,,,,,,,1.9150829359196728,1.9427104127117407,,,
Acacia triptera,,,,,,,,,1.6664252218382756,,,,
Acacia tropica,,,,,,,,,2.1564025828159643,,,,
Acacia tumida,,,,,,,,,3.9219733362813143,,,,
Acacia undulifolia,,,,,,,,,3.6230067099632284,,,,
Acacia verniciflua,,,3.261935314328648,,,,,,2.322597323421077,2.2417729535972883,,,
Acacia veronica,,,,,,,,,3.2523106009544382,,,,
Acacia verticillata,,,,,,,,,2.4414770918606643,,,,
Acacia vestita,,,,,,,,,3.216255812620173,,,,
Acacia victoriae,,,,,,,,,3.5725648235274345,1.4655675420143985,,,-0.367816784357577
Acacia viscidula,,,,,,,,,1.8536629956536976,,,,
Acacia wattsiana,,,,,,,,,2.6722567077434447,,,,
Acacia wrightii,,,,,,,,,4.145987795373939,,,,
Acacia xiphophylla,,,,,,,,,4.265914077990263,,,,0.128728250985782
Acaciella glauca,,,,,,,,,2.0399207835175526,,,,
Acalypha caturus,,,3.1819247200862546,1.308332819650179,,,,,,2.5789499318237152,,6.47543271670409,-1.2039728043259361
Acalypha cuneata,,,3.7192056704796777,,,,,,,2.9733422125109463,,,
Acalypha diversifolia,,,3.184525296003551,,,8.78913406481566,-1.0484005864566284,-1.9794925162995451,,3.1419077890637706,,,-0.6784268455268724
Acalypha glabrata,,3.4151002868311466,3.3456846717318967,0.12257597559142029,,,,,,,,,
Acalypha grandis,,2.501435951739211,,,,,,,,,,,
Acalypha macrostachya,,,3.7298639568599152,,,9.682449363263114,-1.6661068498129974,-1.763165459893058,,3.4835463833965434,,,-0.8971836227668698
Acalypha ornata,,,,,,,,,0.0769610411361284,,,,
Acalypha pubiflora,,,3.6055597873976706,,,,,,,3.115695666934152,,,
Acalypha wilkesiana,,2.9075412314209896,,,,,,,,,,,
Acanthella sprucei,,,2.4336133554004498,,,,,-1.0020871568130187,0.0,,,,
Acanthosyris falcata,,,,,,,,,,,,,-0.43783873956947517
Acanthosyris glabrata,,,,,,,,,,,,,-0.5108256237659907
Acca sellowiana,,,,,,,,,0.5538851132264376,2.3693087250369538,,,-0.2876820724517809
Acer acuminatum,,,,,,,,-1.9668276527776305,3.803546529092062,,,,
Acer amplum,,,2.975529566236472,-0.7236063880446539,,,,,,3.1966253032707774,,,-0.7985076962177716
Acer argutum,,,,,,,,,2.946918899258708,1.7395465977731208,,,
Acer barbinerve,,,2.727199019940971,0.7884573603642703,,,,,4.0472529546882505,,,,
Acer buergerianum,,2.4838232979538475,3.164740110823334,1.6800731617478066,,,,-2.4096150592846297,2.3978952727983707,2.973926366186845,,,-0.4780358009429998
Acer caesium,,,,,,,,,5.057518879995106,,,,-0.6943879499960783
Acer campbellii,,,3.1100779822106603,0.0769610411361284,,,,,6.119307918567867,,,,-0.6943879499960783
Acer campestre,1.0188473201992472,2.0149030205422647,3.166059879714972,0.5388404472104952,,8.04846091502758,-1.4650891959737056,-1.6378865391388193,3.2132921248795054,2.770946953617444,,5.1647859739235145,-0.5288269779101206
Acer capillipes,,,,,,,,-1.7026508966236242,,,,,
