accepted_bin,obs_value,LAT,LON,TraitID,trait_short
Tibouchina stenocarpa,16.099999999999998,-22,-47.9,14,Leaf N
Tocoyena formosa,18.600000000000005,-22,-47.9,14,Leaf N
Acacia coriacea,17.370000000000005,-21.14,134.15,14,Leaf N
Corymbia terminalis,12.241568526949479,-21.14,134.15,14,Leaf N
Hakea divaricata,5.78,-21.14,134.15,14,Leaf N
Araucaria angustifolia,13.999999999999996,-20.41,-44.83,14,Leaf N
Myrsine gardneriana,15.90293135745734,-20.41,-44.83,14,Leaf N
Acacia aneura,16.55,-20.35,134.23,14,Leaf N
Corymbia terminalis,7.160000000000001,-20.35,134.23,14,Leaf N
Eucalyptus gamophylla,12.339999999999998,-20.35,134.23,14,Leaf N
Bauhinia petersiana,30.916015267171797,-19.92,23.58,14,Leaf N
Boscia albitrunca,31.699999999999996,-19.92,23.58,14,Leaf N
Grewia flava,21.8,-19.92,23.58,14,Leaf N
Terminalia sericea,14.2,-19.92,23.58,14,Leaf N
Vachellia luederitzii,22.499999999999996,-19.92,23.58,14,Leaf N
Ximenia caffra,14.1,-19.92,23.58,14,Leaf N
Protea repens,8.041851300377278,-18.83,34.6,14,Leaf N
Baikiaea plurijuga,34.00000000000001,-18.64,26.89,14,Leaf N
Bauhinia petersiana,30.000000000000004,-18.64,26.89,14,Leaf N
Combretum adenogonium,34.00000000000001,-18.64,26.89,14,Leaf N
Dichrostachys cinerea,33,-18.64,26.89,14,Leaf N
Diospyros lycioides,18.999999999999996,-18.64,26.89,14,Leaf N
Guibourtia coleosperma,31,-18.64,26.89,14,Leaf N
Ochna pulchra,21,-18.64,26.89,14,Leaf N
Pseudolachnostylis maprouneifolia,17,-18.64,26.89,14,Leaf N
Senegalia ataxacantha,33,-18.64,26.89,14,Leaf N
Vachellia erioloba,24.000000000000004,-18.64,26.89,14,Leaf N
Vachellia luederitzii,27,-18.64,26.89,14,Leaf N
Brachystegia boehmii,23,-18.63,26.9,14,Leaf N
Brachystegia spiciformis,24.000000000000004,-18.63,26.9,14,Leaf N
Burkea africana,23,-18.63,26.9,14,Leaf N
Erythrophleum africanum,26.8,-18.63,26.9,14,Leaf N
Peltophorum africanum,23,-18.63,26.9,14,Leaf N
Terminalia brachystemma,15.999999999999998,-18.63,26.9,14,Leaf N
Qualea parviflora,12.445774244276032,-18.35,-45.31,14,Leaf N
Corymbia terminalis,10.325,-18,130.5,14,Leaf N
Eucalyptus brevifolia,9.0175,-18,130.5,14,Leaf N
Grevillea dimidiata,7.7299999999999995,-18,130.5,14,Leaf N
Hakea leucoptera,5.34,-18,130.5,14,Leaf N
Terminalia arostrata,10.679999999999998,-18,130.5,14,Leaf N
Terminalia canescens,9.579999999999998,-18,130.5,14,Leaf N
Ventilago viminalis,15.009999999999998,-18,130.5,14,Leaf N
Corymbia terminalis,11.624280493488289,-17.74,133.63,14,Leaf N
Berchemia discolor,37.400000000000006,-17.7,27.9,14,Leaf N
Brachystegia boehmii,18.400000000000002,-17.7,27.9,14,Leaf N
Brachystegia spiciformis,26.2,-17.7,27.9,14,Leaf N
Bridelia cathartica,18.7,-17.7,27.9,14,Leaf N
Cassia abbreviata,24.1,-17.7,27.9,14,Leaf N
Catunaregam taylorii,16.600000000000005,-17.7,27.9,14,Leaf N
Combretum apiculatum,20.7,-17.7,27.9,14,Leaf N
Combretum collinum,18.499999999999996,-17.7,27.9,14,Leaf N
Combretum hereroense,18.400000000000002,-17.7,27.9,14,Leaf N
Combretum molle,15.699999999999998,-17.7,27.9,14,Leaf N
Combretum mossambicense,28.2,-17.7,27.9,14,Leaf N
Combretum zeyheri,22.099999999999998,-17.7,27.9,14,Leaf N
Crossopteryx febrifuga,16.8,-17.7,27.9,14,Leaf N
Dalbergia melanoxylon,42.89999999999999,-17.7,27.9,14,Leaf N
Diospyros cathayensis,34.50000000000001,-17.7,27.9,14,Leaf N
Diospyros kirkii,15.999999999999998,-17.7,27.9,14,Leaf N
Diospyros mespiliformis,21.200000000000003,-17.7,27.9,14,Leaf N
Diospyros quiloensis,34.699999999999996,-17.7,27.9,14,Leaf N
Euclea divinorum,16.300000000000004,-17.7,27.9,14,Leaf N
Flueggea virosa,42.400000000000006,-17.7,27.9,14,Leaf N
Julbernardia globiflora,24.000000000000004,-17.7,27.9,14,Leaf N
Lannea discolor,17.7,-17.7,27.9,14,Leaf N
Lannea schweinfurthii,17.899999999999995,-17.7,27.9,14,Leaf N
Manilkara mochisia,17.8,-17.7,27.9,14,Leaf N
Philenoptera violacea,35.3,-17.7,27.9,14,Leaf N
Pseudolachnostylis maprouneifolia,17.7,-17.7,27.9,14,Leaf N
Pterocarpus rotundifolius,26.89999999999999,-17.7,27.9,14,Leaf N
Terminalia brachystemma,18.2,-17.7,27.9,14,Leaf N
Terminalia stenostachya,15.3,-17.7,27.9,14,Leaf N
Ximenia americana,25.100000000000005,-17.7,27.9,14,Leaf N
Apodytes brachystylis,20.772500000000004,-17.68,145.53,14,Leaf N
Beilschmiedia tooram,15.019999999999996,-17.68,145.53,14,Leaf N
Elaeocarpus largiflorens,15.289999999999997,-17.68,145.53,14,Leaf N
Litsea leefeana,21.53,-17.68,145.53,14,Leaf N
Neolitsea dealbata,19.959999999999997,-17.68,145.53,14,Leaf N
Sloanea australis,14.460000000000003,-17.68,145.53,14,Leaf N
Zygogynum semecarpoides,13.689999999999998,-17.68,145.53,14,Leaf N
Corymbia terminalis,10.198367097808132,-17.3,130.75,14,Leaf N
Eucalyptus brevifolia,8.842852552479181,-17.3,130.75,14,Leaf N
Hakea leucoptera,5.34,-17.3,130.75,14,Leaf N
Lysiphyllum cunninghamii,24.59,-17.3,130.75,14,Leaf N
Terminalia arostrata,10.679999999999998,-17.3,130.75,14,Leaf N
Terminalia canescens,9.579999999999998,-17.3,130.75,14,Leaf N
Ventilago viminalis,15.009999999999998,-17.3,130.75,14,Leaf N
Corymbia terminalis,10.325,-17.18,130.45,14,Leaf N
Eucalyptus brevifolia,9.0175,-17.18,130.45,14,Leaf N
Grevillea dimidiata,7.7299999999999995,-17.18,130.45,14,Leaf N
Hakea leucoptera,5.34,-17.18,130.45,14,Leaf N
Lysiphyllum cunninghamii,24.59,-17.18,130.45,14,Leaf N
Terminalia arostrata,10.679999999999998,-17.18,130.45,14,Leaf N
Terminalia canescens,9.579999999999998,-17.18,130.45,14,Leaf N
Ventilago viminalis,15.009999999999998,-17.18,130.45,14,Leaf N
Alphitonia whitei,17.7425,-17.11,145.63,14,Leaf N
Alstonia muelleriana,23.606666666666698,-17.11,145.63,14,Leaf N
Cardwellia sublimis,15.3,-17.11,145.63,14,Leaf N
Ceratopetalum succirubrum,12.170000000000002,-17.11,145.63,14,Leaf N
Cryptocarya mackinnoniana,15.515,-17.11,145.63,14,Leaf N
Ficus leptoclada,21.3575,-17.11,145.63,14,Leaf N
Flindersia bourjotiana,15.99,-17.11,145.63,14,Leaf N
Gillbeea adenopetala,11.916000000000002,-17.11,145.63,14,Leaf N
Litsea leefeana,17.44,-17.11,145.63,14,Leaf N
Myristica globosa,18.805,-17.11,145.63,14,Leaf N
Polyscias elegans,16.228,-17.11,145.63,14,Leaf N
Prunus turneriana,16.154,-17.11,145.63,14,Leaf N
Syzygium johnsonii,10.373333333333301,-17.11,145.63,14,Leaf N
Ardisia brevipedata,13.345,-17.1,145.6,14,Leaf N
Cardwellia sublimis,11.52,-17.1,145.6,14,Leaf N
Darlingia darlingiana,12.380000000000003,-17.1,145.6,14,Leaf N
Polyscias elegans,20.852499999999996,-17.1,145.6,14,Leaf N
Eucalyptus coolabah,11.600000000000001,-17.07,133.19,14,Leaf N
Eucalyptus pruinosa,11.239999999999998,-17.07,133.19,14,Leaf N
Brachystegia spiciformis,12.682651410769994,-16.75,23.61,14,Leaf N
Diospyros batocana,12.727417156678877,-16.75,23.61,14,Leaf N
Erythrophleum africanum,17.999999999999996,-16.75,23.61,14,Leaf N
Monotes glaber,9.868402472386071,-16.75,23.61,14,Leaf N
Pterocarpus angolensis,22.810497756338854,-16.75,23.61,14,Leaf N
Strychnos pungens,12.482788150088906,-16.75,23.61,14,Leaf N
Allophylus cobbe,27.899999618999995,-16.75,178.98,14,Leaf N
Castanospermum australe,30.000000000000004,-16.16,145.4,14,Leaf N
Elaeocarpus angustifolius,26.000000000000004,-16.16,145.4,14,Leaf N
Grevillea robusta,19.999999999999996,-16.16,145.4,14,Leaf N
Acacia holosericea,19.48,-16.13,130.92,14,Leaf N
Carissa spinarum,12.840000000000002,-16.13,130.92,14,Leaf N
Corymbia terminalis,9.001459022719,-16.13,130.92,14,Leaf N
Eucalyptus pruinosa,10.599290506683424,-16.13,130.92,14,Leaf N
Hakea arborescens,5.66,-16.13,130.92,14,Leaf N
Lysiphyllum cunninghamii,13.17,-16.13,130.92,14,Leaf N
Acacia holosericea,19.48,-16.12,130.92,14,Leaf N
Carissa spinarum,12.840000000000002,-16.12,130.92,14,Leaf N
Corymbia terminalis,9.003333333333332,-16.12,130.92,14,Leaf N
Eucalyptus brevifolia,8.20666666666667,-16.12,130.92,14,Leaf N
Eucalyptus pruinosa,11.867918941415128,-16.12,130.92,14,Leaf N
Eucalyptus tectifica,10.959999999999999,-16.12,130.92,14,Leaf N
Hakea arborescens,5.66,-16.12,130.92,14,Leaf N
Alstonia scholaris,23.06,-16.1,145.45,14,Leaf N
Cardwellia sublimis,18.59375,-16.1,145.45,14,Leaf N
Castanospermum australe,30.757500000000004,-16.1,145.45,14,Leaf N
Cryptocarya mackinnoniana,18.8225,-16.1,145.45,14,Leaf N
Dysoxylum papuanum,29.406666666666695,-16.1,145.45,14,Leaf N
Elaeocarpus angustifolius,23.585218358115746,-16.1,145.45,14,Leaf N
Endiandra leptodendron,25.025,-16.1,145.45,14,Leaf N
Ficus variegata,34.42999999999999,-16.1,145.45,14,Leaf N
Myristica globosa,21.542499999999997,-16.1,145.45,14,Leaf N
Pseuduvaria froggattii,25.524999999999995,-16.1,145.45,14,Leaf N
Rockinghamia angustifolia,19.117500000000003,-16.1,145.45,14,Leaf N
Syzygium sayeri,21.0625,-16.1,145.45,14,Leaf N
Eucalyptus brevifolia,7.881814511900161,-16.09,130.88,14,Leaf N
Eucalyptus pruinosa,13.25,-16.09,130.88,14,Leaf N
Eucalyptus tectifica,10.910766434629654,-16.09,130.88,14,Leaf N
Acacia holosericea,19.48,-16.07,130.55,14,Leaf N
Carissa spinarum,12.840000000000002,-16.07,130.55,14,Leaf N
Corymbia terminalis,9.003333333300002,-16.07,130.55,14,Leaf N
Eucalyptus brevifolia,8.2066666667,-16.07,130.55,14,Leaf N
Eucalyptus pruinosa,11.867918941415128,-16.07,130.55,14,Leaf N
Eucalyptus tectifica,10.959999999999999,-16.07,130.55,14,Leaf N
Hakea arborescens,5.66,-16.07,130.55,14,Leaf N
Lysiphyllum cunninghamii,13.17,-16.07,130.55,14,Leaf N
Aspidosperma tomentosum,17.330900387271384,-15.94,-47.88,14,Leaf N
Blepharocalyx salicifolius,11.544111115702462,-15.94,-47.88,14,Leaf N
Byrsonima pachyphylla,11.148648759222457,-15.94,-47.88,14,Leaf N
Caryocar brasiliense,13.89003343996145,-15.94,-47.88,14,Leaf N
Dalbergia miscolobium,20.08297797569178,-15.94,-47.88,14,Leaf N
Guapira noxia,36.45509971438971,-15.94,-47.88,14,Leaf N
Kielmeyera coriacea,12.56921948411633,-15.94,-47.88,14,Leaf N
Ouratea hexasperma,11.888411369059956,-15.94,-47.88,14,Leaf N
Qualea grandiflora,12.901612392453819,-15.94,-47.88,14,Leaf N
Qualea parviflora,12.043531903182355,-15.94,-47.88,14,Leaf N
Schefflera macrocarpa,12.397416227617182,-15.94,-47.88,14,Leaf N
Stryphnodendron adstringens,18.753705425004842,-15.94,-47.88,14,Leaf N
Tachigali vulgaris,10.428448909161578,-15.94,-47.88,14,Leaf N
Vochysia elliptica,10.38826187357793,-15.94,-47.88,14,Leaf N
Acosmium dasycarpum,21.32231205402103,-15.94,-43.88,14,Leaf N
Anacardium humile,14.592045097456648,-15.94,-43.88,14,Leaf N
Andira humilis,23.987142001633572,-15.94,-43.88,14,Leaf N
Aspidosperma tomentosum,17.557128684263066,-15.94,-43.88,14,Leaf N
Blepharocalyx salicifolius,14.36980286102398,-15.94,-43.88,14,Leaf N
Byrsonima coccolobifolia,16.737342024063764,-15.94,-43.88,14,Leaf N
Byrsonima verbascifolia,13.960154031902688,-15.94,-43.88,14,Leaf N
Caryocar brasiliense,13.145747981971365,-15.94,-43.88,14,Leaf N
Casearia sylvestris,22.623285145322782,-15.94,-43.88,14,Leaf N
Connarus suberosus,10.447009141376299,-15.94,-43.88,14,Leaf N
Dalbergia miscolobium,20.36030704180535,-15.94,-43.88,14,Leaf N
Dimorphandra mollis,30.92791564214375,-15.94,-43.88,14,Leaf N
Eremanthus glomerulatus,11.68920288602684,-15.94,-43.88,14,Leaf N
Eremanthus goyazensis,9.2,-15.94,-43.88,14,Leaf N
Eriotheca pubescens,12.12308749457968,-15.94,-43.88,14,Leaf N
Erythroxylum campestre,18.484332973154824,-15.94,-43.88,14,Leaf N
Erythroxylum tortuosum,19.14658658128388,-15.94,-43.88,14,Leaf N
Guapira graciliflora,38.84044283990593,-15.94,-43.88,14,Leaf N
Guapira noxia,37.70965870599082,-15.94,-43.88,14,Leaf N
Kielmeyera coriacea,12.653046508454361,-15.94,-43.88,14,Leaf N
Miconia albicans,14.994888907148036,-15.94,-43.88,14,Leaf N
Miconia ferruginata,12.196813821515054,-15.94,-43.88,14,Leaf N
Ouratea hexasperma,14.464521891261663,-15.94,-43.88,14,Leaf N
Palicourea rigida,13.6781507262014,-15.94,-43.88,14,Leaf N
Protium ovatum,19.333703510137028,-15.94,-43.88,14,Leaf N
Psidium salutare,20.4,-15.94,-43.88,14,Leaf N
Qualea grandiflora,14.034327409809851,-15.94,-43.88,14,Leaf N
Qualea multiflora,15.553250885470673,-15.94,-43.88,14,Leaf N
Qualea parviflora,13.788225929110189,-15.94,-43.88,14,Leaf N
Roupala montana,9.581198001450053,-15.94,-43.88,14,Leaf N
Schefflera macrocarpa,10.486548183534092,-15.94,-43.88,14,Leaf N
Stryphnodendron adstringens,19.516083760892514,-15.94,-43.88,14,Leaf N
Styrax ferrugineus,12.749379179864253,-15.94,-43.88,14,Leaf N
Vochysia elliptica,9.108885998168196,-15.94,-43.88,14,Leaf N
Acinodendron ferrugineum,13.300000000000002,-15.91,-47.88,14,Leaf N
Dalbergia miscolobium,21,-15.91,-47.88,14,Leaf N
Kielmeyera coriacea,11.199999999999998,-15.91,-47.88,14,Leaf N
Miconia ferruginata,13.300000000000002,-15.91,-47.88,14,Leaf N
Ouratea hexasperma,15.799999999999997,-15.91,-47.88,14,Leaf N
Pterodon emarginatus,23.200000000000003,-15.91,-47.88,14,Leaf N
Qualea grandiflora,13.2,-15.91,-47.88,14,Leaf N
Qualea parviflora,13.5,-15.91,-47.88,14,Leaf N
Roupala montana,6,-15.91,-47.88,14,Leaf N
Schefflera macrocarpa,12.4,-15.91,-47.88,14,Leaf N
Vochysia elliptica,10.5,-15.91,-47.88,14,Leaf N
Caryocar brasiliense,12.066482503198683,-15.9,-47.9,14,Leaf N
Dalbergia miscolobium,18.87863547066351,-15.9,-47.9,14,Leaf N
Kielmeyera coriacea,9.78037862209899,-15.9,-47.9,14,Leaf N
Miconia ferruginata,13,-15.9,-47.9,14,Leaf N
Ouratea hexasperma,12.499733327644241,-15.9,-47.9,14,Leaf N
Pterodon emarginatus,23,-15.9,-47.9,14,Leaf N
Qualea grandiflora,11.79519099260574,-15.9,-47.9,14,Leaf N
Qualea parviflora,13.5,-15.9,-47.9,14,Leaf N
Roupala montana,8.41629490019959,-15.9,-47.9,14,Leaf N
Schefflera macrocarpa,10.5,-15.9,-47.9,14,Leaf N
Stryphnodendron adstringens,15.282342752340035,-15.9,-47.9,14,Leaf N
Styrax ferrugineus,11.489125293076055,-15.9,-47.9,14,Leaf N
Vochysia elliptica,8.495730266190803,-15.9,-47.9,14,Leaf N
Brachystegia spiciformis,23.299785406737126,-15.86,23.34,14,Leaf N
Diospyros batocana,10.747484538532671,-15.86,23.34,14,Leaf N
Erythrophleum africanum,10.8,-15.86,23.34,14,Leaf N
Monotes glaber,11.207586716149024,-15.86,23.34,14,Leaf N
Aspidosperma cylindrocarpon,19.999999999999996,-15.78,-62.91,14,Leaf N
Aspidosperma rigidum,23,-15.78,-62.91,14,Leaf N
Cariniana estrellensis,18.999999999999996,-15.78,-62.91,14,Leaf N
Cariniana ianeirensis,22.000000000000004,-15.78,-62.91,14,Leaf N
Casearia gossypiosperma,22.000000000000004,-15.78,-62.91,14,Leaf N
Cecropia concolor,24.999999999999996,-15.78,-62.91,14,Leaf N
Cedrela fissilis,32,-15.78,-62.91,14,Leaf N
Ceiba pentandra,24.999999999999996,-15.78,-62.91,14,Leaf N
Ceiba speciosa,24.000000000000004,-15.78,-62.91,14,Leaf N
Centrolobium microchaete,32,-15.78,-62.91,14,Leaf N
Cordia alliodora,23,-15.78,-62.91,14,Leaf N
Cordiera macrophylla,17.999999999999996,-15.78,-62.91,14,Leaf N
Cupania cinerea,23,-15.78,-62.91,14,Leaf N
Dendropanax arboreus,19.999999999999996,-15.78,-62.91,14,Leaf N
Eugenia florida,15,-15.78,-62.91,14,Leaf N
Ficus boliviana,22.000000000000004,-15.78,-62.91,14,Leaf N
Gallesia integrifolia,15.999999999999998,-15.78,-62.91,14,Leaf N
Guarea guidonia,27.999999999999996,-15.78,-62.91,14,Leaf N
Heliocarpus americanus,30.000000000000004,-15.78,-62.91,14,Leaf N
Hirtella triandra,13.999999999999996,-15.78,-62.91,14,Leaf N
Hura crepitans,36,-15.78,-62.91,14,Leaf N
Inga edulis,23,-15.78,-62.91,14,Leaf N
Jacaratia spinosa,34.99999999999999,-15.78,-62.91,14,Leaf N
Licaria triandra,17.999999999999996,-15.78,-62.91,14,Leaf N
Maclura tinctoria,36,-15.78,-62.91,14,Leaf N
Margaritaria nobilis,24.000000000000004,-15.78,-62.91,14,Leaf N
Neea hermaphrodita,29.000000000000004,-15.78,-62.91,14,Leaf N
Ocotea guianensis,17.999999999999996,-15.78,-62.91,14,Leaf N
Picramnia sellowii,19.999999999999996,-15.78,-62.91,14,Leaf N
Pouteria macrophylla,22.000000000000004,-15.78,-62.91,14,Leaf N
Pouteria nemorosa,18.999999999999996,-15.78,-62.91,14,Leaf N
Pseudolmedia laevis,17,-15.78,-62.91,14,Leaf N
Sapindus saponaria,40,-15.78,-62.91,14,Leaf N
Sapium glandulosum,30.000000000000004,-15.78,-62.91,14,Leaf N
Senegalia bonariensis,34.00000000000001,-15.78,-62.91,14,Leaf N
Spondias mombin,22.000000000000004,-15.78,-62.91,14,Leaf N
Sweetia fruticosa,23,-15.78,-62.91,14,Leaf N
Swietenia macrophylla,18.999999999999996,-15.78,-62.91,14,Leaf N
Tabernaemontana catharinensis,31,-15.78,-62.91,14,Leaf N
Terminalia oblonga,24.999999999999996,-15.78,-62.91,14,Leaf N
Trema micrantha,29.000000000000004,-15.78,-62.91,14,Leaf N
Triplaris americana,26.000000000000004,-15.78,-62.91,14,Leaf N
Urera caracasana,24.999999999999996,-15.78,-62.91,14,Leaf N
Zanthoxylum sprucei,26.000000000000004,-15.78,-62.91,14,Leaf N
Atalaya hemiglauca,14.530000000000001,-15.58,131.1,14,Leaf N
Eucalyptus miniata,9.52524994074127,-15.58,131.1,14,Leaf N
Eucalyptus tectifica,9.339999999999998,-15.58,131.1,14,Leaf N
Baphia massaiensis,37.17553308755007,-15.44,23.52,14,Leaf N
Bauhinia petersiana,23.688211630547542,-15.44,23.52,14,Leaf N
Bobgunnia madagascariensis,30.5,-15.44,23.52,14,Leaf N
Brachystegia spiciformis,30.429877424793283,-15.44,23.52,14,Leaf N
Burkea africana,20.301724064719238,-15.44,23.52,14,Leaf N
Combretum molle,22.299999999999997,-15.44,23.52,14,Leaf N
Diospyros batocana,14.7,-15.44,23.52,14,Leaf N
Erythrophleum africanum,25.899999999999995,-15.44,23.52,14,Leaf N
Guibourtia coleosperma,25.862134482675632,-15.44,23.52,14,Leaf N
Ochna pulchra,16.598795136997147,-15.44,23.52,14,Leaf N
Parinari curatellifolia,15.499999999999998,-15.44,23.52,14,Leaf N
Pseudolachnostylis maprouneifolia,17.4,-15.44,23.52,14,Leaf N
Quassia undulata,15.59848255815552,-15.44,23.52,14,Leaf N
Acosmium dasycarpum,23.65171223584832,-15.15,-47.51,14,Leaf N
Aegiphila sellowiana,27.53225702430751,-15.15,-47.51,14,Leaf N
Aegiphila verticillata,25.236028083643138,-15.15,-47.51,14,Leaf N
Andira humilis,19.28496823953827,-15.15,-47.51,14,Leaf N
Aspidosperma subincanum,14.553292594949252,-15.15,-47.51,14,Leaf N
Aspidosperma tomentosum,14.53700727140916,-15.15,-47.51,14,Leaf N
Bauhinia pulchella,13.46202859894314,-15.15,-47.51,14,Leaf N
Bauhinia rufa,12.406137644038957,-15.15,-47.51,14,Leaf N
Blepharocalyx salicifolius,13.098027937607478,-15.15,-47.51,14,Leaf N
Bowdichia virgilioides,20.613330873905888,-15.15,-47.51,14,Leaf N
Byrsonima laxiflora,11.453269725915469,-15.15,-47.51,14,Leaf N
Caryocar brasiliense,12.553810049069892,-15.15,-47.51,14,Leaf N
Connarus suberosus,12.098448021662623,-15.15,-47.51,14,Leaf N
Dalbergia miscolobium,21.70271329316044,-15.15,-47.51,14,Leaf N
Dimorphandra mollis,31.088086493992822,-15.15,-47.51,14,Leaf N
Eremanthus glomerulatus,10.543105531650745,-15.15,-47.51,14,Leaf N
Eriotheca pubescens,11.954483171548294,-15.15,-47.51,14,Leaf N
Erythroxylum daphnites,17.784043900788124,-15.15,-47.51,14,Leaf N
Guapira areolata,29.370899986089437,-15.15,-47.51,14,Leaf N
Guapira noxia,30.05600206059018,-15.15,-47.51,14,Leaf N
Hymenaea martiana,15.832417552450414,-15.15,-47.51,14,Leaf N
Hymenaea stigonocarpa,14.539299778992252,-15.15,-47.51,14,Leaf N
Kielmeyera coriacea,10.816678027909346,-15.15,-47.51,14,Leaf N
Machaerium opacum,23.703856875998007,-15.15,-47.51,14,Leaf N
Miconia acuminata,13.545805085702959,-15.15,-47.51,14,Leaf N
Miconia ferruginata,11.236315713434033,-15.15,-47.51,14,Leaf N
Myrsine coriacea,17.6423223889951,-15.15,-47.51,14,Leaf N
Ouratea castaneifolia,13.520521145136867,-15.15,-47.51,14,Leaf N
Ouratea hexasperma,12.205817206248309,-15.15,-47.51,14,Leaf N
Palicourea rigida,13.220267032643196,-15.15,-47.51,14,Leaf N
Pouteria ramiflora,12.34419949759813,-15.15,-47.51,14,Leaf N
Pterodon emarginatus,24.106237377424794,-15.15,-47.51,14,Leaf N
Qualea grandiflora,13.606295186622399,-15.15,-47.51,14,Leaf N
Qualea multiflora,14.26774165463834,-15.15,-47.51,14,Leaf N
Qualea parviflora,11.31439173886091,-15.15,-47.51,14,Leaf N
Roupala montana,10.81743695117536,-15.15,-47.51,14,Leaf N
Schefflera macrocarpa,10.372958414517148,-15.15,-47.51,14,Leaf N
Schefflera morototoni,18.327340263332715,-15.15,-47.51,14,Leaf N
Stryphnodendron adstringens,18.338696110560438,-15.15,-47.51,14,Leaf N
Styrax ferrugineus,12.138481395161417,-15.15,-47.51,14,Leaf N
Tabebuia roseoalba,13.86515433868435,-15.15,-47.51,14,Leaf N
Vatairea macrocarpa,16.56045059683866,-15.15,-47.51,14,Leaf N
Vochysia elliptica,9.949858385638061,-15.15,-47.51,14,Leaf N
Vochysia thyrsoidea,10.134126467855348,-15.15,-47.51,14,Leaf N
Vochysia tucanorum,15.453834191865077,-15.15,-47.51,14,Leaf N
Corymbia terminalis,7.2,-15.15,132.22,14,Leaf N
Eucalyptus tetrodonta,7.440000000000001,-15.15,132.22,14,Leaf N
Eucalyptus tectifica,10.670402991452574,-14.58,132.15,14,Leaf N
Lysiphyllum cunninghamii,15.329999999999998,-14.58,132.15,14,Leaf N
Buchenavia viridiflora,24.870534999999997,-14.57,-60.83,14,Leaf N
Erisma uncinatum,15.993327488194511,-14.57,-60.83,14,Leaf N
Hevea brasiliensis,26.018880000000003,-14.57,-60.83,14,Leaf N
Inga cylindrica,34.88466953152478,-14.57,-60.83,14,Leaf N
Miconia multiflora,22.738875,-14.57,-60.83,14,Leaf N
Miconia pyrifolia,20.792575357854307,-14.57,-60.83,14,Leaf N
Pseudolmedia laevis,21.031300544956796,-14.57,-60.83,14,Leaf N
Pseudolmedia macrophylla,18.46679,-14.57,-60.83,14,Leaf N
Qualea paraensis,17.439737884830258,-14.57,-60.83,14,Leaf N
Sloanea eichleri,16.75507140275884,-14.57,-60.83,14,Leaf N
Alchornea glandulosa,33.026734999999995,-14.56,-60.74,14,Leaf N
Byrsonima crassifolia,23.704335190775293,-14.56,-60.74,14,Leaf N
Byrsonima crispa,29.94610469863901,-14.56,-60.74,14,Leaf N
Erisma uncinatum,16.786078158274854,-14.56,-60.74,14,Leaf N
Ficus maxima,23.366127174503053,-14.56,-60.74,14,Leaf N
Handroanthus serratifolius,27.888709999999996,-14.56,-60.74,14,Leaf N
Inga cylindrica,37.16139,-14.56,-60.74,14,Leaf N
Inga disticha,33.303965000000005,-14.56,-60.74,14,Leaf N
Inga semialata,31.925606231188468,-14.56,-60.74,14,Leaf N
Jacaranda glabra,23.134209999999996,-14.56,-60.74,14,Leaf N
Machaerium biovulatum,29.694380000000006,-14.56,-60.74,14,Leaf N
Metrodorea flavida,29.88495061015098,-14.56,-60.74,14,Leaf N
Pourouma guianensis,27.172316156088673,-14.56,-60.74,14,Leaf N
Pouteria glomerata,35.285571927401094,-14.56,-60.74,14,Leaf N
Turpinia occidentalis,32.29383145374285,-14.56,-60.74,14,Leaf N
Xylopia sericea,27.109715151406586,-14.56,-60.74,14,Leaf N
Amaioua guianensis,22.949274999999997,-14.55,-60.92,14,Leaf N
Brosimum acutifolium,20.229784999999996,-14.55,-60.92,14,Leaf N
Erisma uncinatum,15.347633661293454,-14.55,-60.92,14,Leaf N
Helicostylis tomentosa,32.3079,-14.55,-60.92,14,Leaf N
Hieronyma oblonga,25.00306562182331,-14.55,-60.92,14,Leaf N
Miconia multiflora,20.909325,-14.55,-60.92,14,Leaf N
Pourouma guianensis,27.244607459222546,-14.55,-60.92,14,Leaf N
Pseudolmedia laevis,22.098434565721217,-14.55,-60.92,14,Leaf N
Pseudolmedia macrophylla,22.0741931565081,-14.55,-60.92,14,Leaf N
Sloanea eichleri,16.80836,-14.55,-60.92,14,Leaf N
Amblygonocarpus andongensis,11.8,-14.42,23.52,14,Leaf N
Brachystegia longifolia,18.819384525296304,-14.42,23.52,14,Leaf N
Burkea africana,23.040833318263473,-14.42,23.52,14,Leaf N
Cryptosepalum exfoliatum,22.598900930705938,-14.42,23.52,14,Leaf N
Dialium englerianum,12.361229712289955,-14.42,23.52,14,Leaf N
Diplorhynchus condylocarpon,15.420765220960993,-14.42,23.52,14,Leaf N
Erythrophleum africanum,20.293841430345317,-14.42,23.52,14,Leaf N
Guibourtia coleosperma,21.185893071423518,-14.42,23.52,14,Leaf N
Hymenocardia acida,15.797329036299235,-14.42,23.52,14,Leaf N
Mimusops zeyheri,13,-14.42,23.52,14,Leaf N
Ochna pulchra,16.600000000000005,-14.42,23.52,14,Leaf N
Parinari curatellifolia,12.1,-14.42,23.52,14,Leaf N
Syzygium guineense,16.099999999999998,-14.42,23.52,14,Leaf N
Inga capitata,35.32830499999999,-14.4,-61.14,14,Leaf N
Inga laurina,27.676487028829257,-14.4,-61.14,14,Leaf N
Miconia poeppigii,21.65707657331529,-14.4,-61.14,14,Leaf N
Pachira insignis,21.28183,-14.4,-61.14,14,Leaf N
